uniprot_id	elm	kegg_id	kegg_name
P26678	TRG_ER_diArg_1	hsa05414	Dilated cardiomyopathy 
P26715	LIG_TYR_ITIM	hsa04612	Antigen processing and presentation 
P26715	LIG_TYR_ITIM	hsa04650	Natural killer cell mediated cytotoxicity 
P26715	LIG_TYR_ITIM	hsa05332	Graft versus host disease 
P26793	LIG_PCNA_yPIPBox_3	sce03030	DNA replication 
P26793	LIG_PCNA_yPIPBox_3	sce03410	Base excision repair 
P26793	LIG_PCNA_yPIPBox_3	sce03450	Non homologous end joining 
P26842	LIG_TRAF2_1	hsa04060	Cytokine cytokine receptor interaction 
P27467	MOD_WntLipid	mmu04310	Wnt signaling pathway 
P27467	MOD_WntLipid	mmu04340	Hedgehog signaling pathway 
P27467	MOD_WntLipid	mmu04390	Hippo signaling pathway 
P27467	MOD_WntLipid	mmu04550	Signaling pathways regulating pluripotency of stem cells 
P27467	MOD_WntLipid	mmu04916	Melanogenesis 
P27467	MOD_WntLipid	mmu05166	HTLV I infection 
P27467	MOD_WntLipid	mmu05200	Pathways in cancer 
P27467	MOD_WntLipid	mmu05205	Proteoglycans in cancer 
P27467	MOD_WntLipid	mmu05206	MicroRNAs in cancer 
P27467	MOD_WntLipid	mmu05217	Basal cell carcinoma 
P27512	LIG_TRAF6	mmu04060	Cytokine cytokine receptor interaction 
P27512	LIG_TRAF6	mmu04064	NF kappa B signaling pathway 
P27512	LIG_TRAF6	mmu04514	Cell adhesion molecules (CAMs) 
P27512	LIG_TRAF6	mmu04620	Toll like receptor signaling pathway 
P27512	LIG_TRAF6	mmu04672	Intestinal immune network for IgA production 
P27512	LIG_TRAF6	mmu05144	Malaria 
P27512	LIG_TRAF6	mmu05145	Toxoplasmosis 
P27512	LIG_TRAF6	mmu05166	HTLV I infection 
P27512	LIG_TRAF6	mmu05169	Epstein Barr virus infection 
P27512	LIG_TRAF6	mmu05202	Transcriptional misregulation in cancer 
P27512	LIG_TRAF6	mmu05310	Asthma 
P27512	LIG_TRAF6	mmu05320	Autoimmune thyroid disease 
P27512	LIG_TRAF6	mmu05322	Systemic lupus erythematosus 
P27512	LIG_TRAF6	mmu05330	Allograft rejection 
P27512	LIG_TRAF6	mmu05340	Primary immunodeficiency 
P27512	LIG_TRAF6	mmu05416	Viral myocarditis 
P27540	MOD_SUMO_for_1	hsa04066	HIF 1 signaling pathway 
P27540	MOD_SUMO_for_1	hsa05200	Pathways in cancer 
P27540	MOD_SUMO_for_1	hsa05204	Chemical carcinogenesis 
P27540	MOD_SUMO_for_1	hsa05211	Renal cell carcinoma 
P27661	MOD_PIKK_1	mmu05034	Alcoholism 
P27661	MOD_PIKK_1	mmu05322	Systemic lupus erythematosus 
P27732	LIG_CaM_IQ_9	rno04010	MAPK signaling pathway 
P27732	LIG_CaM_IQ_9	rno04020	Calcium signaling pathway 
P27732	LIG_CaM_IQ_9	rno04022	cGMP PKG signaling pathway 
P27732	LIG_CaM_IQ_9	rno04024	cAMP signaling pathway 
P27732	LIG_CaM_IQ_9	rno04260	Cardiac muscle contraction 
P27732	LIG_CaM_IQ_9	rno04261	Adrenergic signaling in cardiomyocytes 
P27732	LIG_CaM_IQ_9	rno04270	Vascular smooth muscle contraction 
P27732	LIG_CaM_IQ_9	rno04713	Circadian entrainment 
P27732	LIG_CaM_IQ_9	rno04723	Retrograde endocannabinoid signaling 
P27732	LIG_CaM_IQ_9	rno04724	Glutamatergic synapse 
P27732	LIG_CaM_IQ_9	rno04725	Cholinergic synapse 
P27732	LIG_CaM_IQ_9	rno04726	Serotonergic synapse 
P27732	LIG_CaM_IQ_9	rno04727	GABAergic synapse 
P27732	LIG_CaM_IQ_9	rno04728	Dopaminergic synapse 
P27732	LIG_CaM_IQ_9	rno04911	Insulin secretion 
P27732	LIG_CaM_IQ_9	rno04912	GnRH signaling pathway 
P27732	LIG_CaM_IQ_9	rno04921	Oxytocin signaling pathway 
P27732	LIG_CaM_IQ_9	rno04924	Renin secretion 
P27732	LIG_CaM_IQ_9	rno04930	Type II diabetes mellitus 
P27732	LIG_CaM_IQ_9	rno04973	Carbohydrate digestion and absorption 
P27732	LIG_CaM_IQ_9	rno05010	Alzheimer's disease 
P27732	LIG_CaM_IQ_9	rno05031	Amphetamine addiction 
P27732	LIG_CaM_IQ_9	rno05410	Hypertrophic cardiomyopathy (HCM) 
P27732	LIG_CaM_IQ_9	rno05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC) 
P27732	LIG_CaM_IQ_9	rno05414	Dilated cardiomyopathy 
P27797	LIG_LIR_Gen_1	hsa04141	Protein processing in endoplasmic reticulum 
P27797	TRG_ER_KDEL_1	hsa04141	Protein processing in endoplasmic reticulum 
P27797	LIG_LIR_Gen_1	hsa04145	Phagosome 
P27797	TRG_ER_KDEL_1	hsa04145	Phagosome 
P27797	LIG_LIR_Gen_1	hsa04612	Antigen processing and presentation 
P27797	TRG_ER_KDEL_1	hsa04612	Antigen processing and presentation 
P27797	LIG_LIR_Gen_1	hsa05142	Chagas disease (American trypanosomiasis) 
P27797	TRG_ER_KDEL_1	hsa05142	Chagas disease (American trypanosomiasis) 
P27797	LIG_LIR_Gen_1	hsa05166	HTLV I infection 
P27797	TRG_ER_KDEL_1	hsa05166	HTLV I infection 
P27918	MOD_CMANNOS	hsa05168	Herpes simplex infection 
P27986	LIG_SH3_1	hsa04012	ErbB signaling pathway 
P27986	LIG_SH3_2	hsa04012	ErbB signaling pathway 
P27986	LIG_SH3_1	hsa04014	Ras signaling pathway 
P27986	LIG_SH3_2	hsa04014	Ras signaling pathway 
P27986	LIG_SH3_1	hsa04015	Rap1 signaling pathway 
P27986	LIG_SH3_2	hsa04015	Rap1 signaling pathway 
P27986	LIG_SH3_1	hsa04022	cGMP PKG signaling pathway 
P27986	LIG_SH3_2	hsa04022	cGMP PKG signaling pathway 
P27986	LIG_SH3_1	hsa04024	cAMP signaling pathway 
P27986	LIG_SH3_2	hsa04024	cAMP signaling pathway 
P27986	LIG_SH3_1	hsa04062	Chemokine signaling pathway 
P27986	LIG_SH3_2	hsa04062	Chemokine signaling pathway 
P27986	LIG_SH3_1	hsa04066	HIF 1 signaling pathway 
P27986	LIG_SH3_2	hsa04066	HIF 1 signaling pathway 
P27986	LIG_SH3_1	hsa04068	FoxO signaling pathway 
P27986	LIG_SH3_2	hsa04068	FoxO signaling pathway 
P27986	LIG_SH3_1	hsa04070	Phosphatidylinositol signaling system 
P27986	LIG_SH3_2	hsa04070	Phosphatidylinositol signaling system 
P27986	LIG_SH3_1	hsa04071	Sphingolipid signaling pathway 
P27986	LIG_SH3_2	hsa04071	Sphingolipid signaling pathway 
P27986	LIG_SH3_1	hsa04150	mTOR signaling pathway 
P27986	LIG_SH3_2	hsa04150	mTOR signaling pathway 
P27986	LIG_SH3_1	hsa04151	PI3K Akt signaling pathway 
P27986	LIG_SH3_2	hsa04151	PI3K Akt signaling pathway 
P27986	LIG_SH3_1	hsa04152	AMPK signaling pathway 
P27986	LIG_SH3_2	hsa04152	AMPK signaling pathway 
P27986	LIG_SH3_1	hsa04210	Apoptosis 
P27986	LIG_SH3_2	hsa04210	Apoptosis 
P27986	LIG_SH3_1	hsa04261	Adrenergic signaling in cardiomyocytes 
P27986	LIG_SH3_2	hsa04261	Adrenergic signaling in cardiomyocytes 
P27986	LIG_SH3_1	hsa04370	VEGF signaling pathway 
P27986	LIG_SH3_2	hsa04370	VEGF signaling pathway 
P27986	LIG_SH3_1	hsa04380	Osteoclast differentiation 
P27986	LIG_SH3_2	hsa04380	Osteoclast differentiation 
P27986	LIG_SH3_1	hsa04510	Focal adhesion 
P27986	LIG_SH3_2	hsa04510	Focal adhesion 
P27986	LIG_SH3_1	hsa04550	Signaling pathways regulating pluripotency of stem cells 
P27986	LIG_SH3_2	hsa04550	Signaling pathways regulating pluripotency of stem cells 
P27986	LIG_SH3_1	hsa04611	Platelet activation 
P27986	LIG_SH3_2	hsa04611	Platelet activation 
P27986	LIG_SH3_1	hsa04620	Toll like receptor signaling pathway 
P27986	LIG_SH3_2	hsa04620	Toll like receptor signaling pathway 
P27986	LIG_SH3_1	hsa04630	Jak STAT signaling pathway 
P27986	LIG_SH3_2	hsa04630	Jak STAT signaling pathway 
P27986	LIG_SH3_1	hsa04650	Natural killer cell mediated cytotoxicity 
P27986	LIG_SH3_2	hsa04650	Natural killer cell mediated cytotoxicity 
P27986	LIG_SH3_1	hsa04660	T cell receptor signaling pathway 
P27986	LIG_SH3_2	hsa04660	T cell receptor signaling pathway 
P27986	LIG_SH3_1	hsa04662	B cell receptor signaling pathway 
P27986	LIG_SH3_2	hsa04662	B cell receptor signaling pathway 
P27986	LIG_SH3_1	hsa04664	Fc epsilon RI signaling pathway 
P27986	LIG_SH3_2	hsa04664	Fc epsilon RI signaling pathway 
P27986	LIG_SH3_1	hsa04666	Fc gamma R mediated phagocytosis 
P27986	LIG_SH3_2	hsa04666	Fc gamma R mediated phagocytosis 
P27986	LIG_SH3_1	hsa04668	TNF signaling pathway 
P27986	LIG_SH3_2	hsa04668	TNF signaling pathway 
P27986	LIG_SH3_1	hsa04670	Leukocyte transendothelial migration 
P27986	LIG_SH3_2	hsa04670	Leukocyte transendothelial migration 
P27986	LIG_SH3_1	hsa04722	Neurotrophin signaling pathway 
P27986	LIG_SH3_2	hsa04722	Neurotrophin signaling pathway 
P27986	LIG_SH3_1	hsa04725	Cholinergic synapse 
P27986	LIG_SH3_2	hsa04725	Cholinergic synapse 
P27986	LIG_SH3_1	hsa04750	Inflammatory mediator regulation of TRP channels 
P27986	LIG_SH3_2	hsa04750	Inflammatory mediator regulation of TRP channels 
P27986	LIG_SH3_1	hsa04810	Regulation of actin cytoskeleton 
P27986	LIG_SH3_2	hsa04810	Regulation of actin cytoskeleton 
P27986	LIG_SH3_1	hsa04910	Insulin signaling pathway 
P27986	LIG_SH3_2	hsa04910	Insulin signaling pathway 
P27986	LIG_SH3_1	hsa04914	Progesterone mediated oocyte maturation 
P27986	LIG_SH3_2	hsa04914	Progesterone mediated oocyte maturation 
P27986	LIG_SH3_1	hsa04915	Estrogen signaling pathway 
P27986	LIG_SH3_2	hsa04915	Estrogen signaling pathway 
P27986	LIG_SH3_1	hsa04917	Prolactin signaling pathway 
P27986	LIG_SH3_2	hsa04917	Prolactin signaling pathway 
P27986	LIG_SH3_1	hsa04919	Thyroid hormone signaling pathway 
P27986	LIG_SH3_2	hsa04919	Thyroid hormone signaling pathway 
P27986	LIG_SH3_1	hsa04921	Oxytocin signaling pathway 
P27986	LIG_SH3_2	hsa04921	Oxytocin signaling pathway 
P27986	LIG_SH3_1	hsa04923	Regulation of lipolysis in adipocytes 
P27986	LIG_SH3_2	hsa04923	Regulation of lipolysis in adipocytes 
P27986	LIG_SH3_1	hsa04930	Type II diabetes mellitus 
P27986	LIG_SH3_2	hsa04930	Type II diabetes mellitus 
P27986	LIG_SH3_1	hsa04932	Non alcoholic fatty liver disease (NAFLD) 
P27986	LIG_SH3_2	hsa04932	Non alcoholic fatty liver disease (NAFLD) 
P27986	LIG_SH3_1	hsa04960	Aldosterone regulated sodium reabsorption 
P27986	LIG_SH3_2	hsa04960	Aldosterone regulated sodium reabsorption 
P27986	LIG_SH3_1	hsa04973	Carbohydrate digestion and absorption 
P27986	LIG_SH3_2	hsa04973	Carbohydrate digestion and absorption 
P27986	LIG_SH3_1	hsa05100	Bacterial invasion of epithelial cells 
P27986	LIG_SH3_2	hsa05100	Bacterial invasion of epithelial cells 
P27986	LIG_SH3_1	hsa05142	Chagas disease (American trypanosomiasis) 
P27986	LIG_SH3_2	hsa05142	Chagas disease (American trypanosomiasis) 
P27986	LIG_SH3_1	hsa05145	Toxoplasmosis 
P27986	LIG_SH3_2	hsa05145	Toxoplasmosis 
P27986	LIG_SH3_1	hsa05146	Amoebiasis 
P27986	LIG_SH3_2	hsa05146	Amoebiasis 
P27986	LIG_SH3_1	hsa05160	Hepatitis C 
P27986	LIG_SH3_2	hsa05160	Hepatitis C 
P27986	LIG_SH3_1	hsa05161	Hepatitis B 
P27986	LIG_SH3_2	hsa05161	Hepatitis B 
P27986	LIG_SH3_1	hsa05162	Measles 
P27986	LIG_SH3_2	hsa05162	Measles 
P27986	LIG_SH3_1	hsa05164	Influenza A 
P27986	LIG_SH3_2	hsa05164	Influenza A 
P27986	LIG_SH3_1	hsa05166	HTLV I infection 
P27986	LIG_SH3_2	hsa05166	HTLV I infection 
P27986	LIG_SH3_1	hsa05169	Epstein Barr virus infection 
P27986	LIG_SH3_2	hsa05169	Epstein Barr virus infection 
P27986	LIG_SH3_1	hsa05200	Pathways in cancer 
P27986	LIG_SH3_2	hsa05200	Pathways in cancer 
P27986	LIG_SH3_1	hsa05203	Viral carcinogenesis 
P27986	LIG_SH3_2	hsa05203	Viral carcinogenesis 
P27986	LIG_SH3_1	hsa05205	Proteoglycans in cancer 
P27986	LIG_SH3_2	hsa05205	Proteoglycans in cancer 
P27986	LIG_SH3_1	hsa05210	Colorectal cancer 
P27986	LIG_SH3_2	hsa05210	Colorectal cancer 
P27986	LIG_SH3_1	hsa05211	Renal cell carcinoma 
P27986	LIG_SH3_2	hsa05211	Renal cell carcinoma 
P27986	LIG_SH3_1	hsa05212	Pancreatic cancer 
P27986	LIG_SH3_2	hsa05212	Pancreatic cancer 
P27986	LIG_SH3_1	hsa05213	Endometrial cancer 
P27986	LIG_SH3_2	hsa05213	Endometrial cancer 
P27986	LIG_SH3_1	hsa05214	Glioma 
P27986	LIG_SH3_2	hsa05214	Glioma 
P27986	LIG_SH3_1	hsa05215	Prostate cancer 
P27986	LIG_SH3_2	hsa05215	Prostate cancer 
P27986	LIG_SH3_1	hsa05218	Melanoma 
P27986	LIG_SH3_2	hsa05218	Melanoma 
P27986	LIG_SH3_1	hsa05220	Chronic myeloid leukemia 
P27986	LIG_SH3_2	hsa05220	Chronic myeloid leukemia 
P27986	LIG_SH3_1	hsa05221	Acute myeloid leukemia 
P27986	LIG_SH3_2	hsa05221	Acute myeloid leukemia 
P27986	LIG_SH3_1	hsa05222	Small cell lung cancer 
P27986	LIG_SH3_2	hsa05222	Small cell lung cancer 
P27986	LIG_SH3_1	hsa05223	Non small cell lung cancer 
P27986	LIG_SH3_2	hsa05223	Non small cell lung cancer 
P27986	LIG_SH3_1	hsa05230	Central carbon metabolism in cancer 
P27986	LIG_SH3_2	hsa05230	Central carbon metabolism in cancer 
P27986	LIG_SH3_1	hsa05231	Choline metabolism in cancer 
P27986	LIG_SH3_2	hsa05231	Choline metabolism in cancer 
P28324	DOC_MAPK_FxFP_2	hsa04010	MAPK signaling pathway 
P28324	DOC_MAPK_gen_1	hsa04010	MAPK signaling pathway 
P28324	MOD_ProDKin_1	hsa04010	MAPK signaling pathway 
P28324	DOC_MAPK_FxFP_2	hsa05166	HTLV I infection 
P28324	DOC_MAPK_gen_1	hsa05166	HTLV I infection 
P28324	MOD_ProDKin_1	hsa05166	HTLV I infection 
P28324	DOC_MAPK_FxFP_2	hsa05202	Transcriptional misregulation in cancer 
P28324	DOC_MAPK_gen_1	hsa05202	Transcriptional misregulation in cancer 
P28324	MOD_ProDKin_1	hsa05202	Transcriptional misregulation in cancer 
P28519	LIG_RPA_C_Fungi	sce03420	Nucleotide excision repair 
P28562	DOC_MAPK_FxFP_2	hsa04010	MAPK signaling pathway 
P28562	DOC_MAPK_gen_1	hsa04010	MAPK signaling pathway 
P28562	DOC_MAPK_FxFP_2	hsa04726	Serotonergic synapse 
P28562	DOC_MAPK_gen_1	hsa04726	Serotonergic synapse 
P28715	LIG_PCNA_PIPBox_1	hsa03420	Nucleotide excision repair 
P28749	DOC_CYCLIND_HELIX_1	hsa04110	Cell cycle 
P28749	DOC_CYCLIN_RXL_1	hsa04110	Cell cycle 
P28749	DOC_CYCLIND_HELIX_1	hsa04350	TGF beta signaling pathway 
P28749	DOC_CYCLIN_RXL_1	hsa04350	TGF beta signaling pathway 
P28749	DOC_CYCLIND_HELIX_1	hsa05203	Viral carcinogenesis 
P28749	DOC_CYCLIN_RXL_1	hsa05203	Viral carcinogenesis 
P28908	LIG_TRAF2_1	hsa04060	Cytokine cytokine receptor interaction 
P29353	LIG_SH2_GRB2like	hsa04012	ErbB signaling pathway 
P29353	LIG_SH2_GRB2like	hsa04014	Ras signaling pathway 
P29353	LIG_SH2_GRB2like	hsa04062	Chemokine signaling pathway 
P29353	LIG_SH2_GRB2like	hsa04510	Focal adhesion 
P29353	LIG_SH2_GRB2like	hsa04650	Natural killer cell mediated cytotoxicity 
P29353	LIG_SH2_GRB2like	hsa04722	Neurotrophin signaling pathway 
P29353	LIG_SH2_GRB2like	hsa04910	Insulin signaling pathway 
P29353	LIG_SH2_GRB2like	hsa04915	Estrogen signaling pathway 
P29353	LIG_SH2_GRB2like	hsa04917	Prolactin signaling pathway 
P29353	LIG_SH2_GRB2like	hsa05034	Alcoholism 
P29353	LIG_SH2_GRB2like	hsa05100	Bacterial invasion of epithelial cells 
P29353	LIG_SH2_GRB2like	hsa05206	MicroRNAs in cancer 
P29353	LIG_SH2_GRB2like	hsa05214	Glioma 
P29353	LIG_SH2_GRB2like	hsa05220	Chronic myeloid leukemia 
P29366	MOD_CDK_SPxK_1	sce04011	MAPK signaling pathway   yeast 
P29460	MOD_CMANNOS	hsa04060	Cytokine cytokine receptor interaction 
P29460	MOD_CMANNOS	hsa04620	Toll like receptor signaling pathway 
P29460	MOD_CMANNOS	hsa04622	RIG I like receptor signaling pathway 
P29460	MOD_CMANNOS	hsa04630	Jak STAT signaling pathway 
P29460	MOD_CMANNOS	hsa04940	Type I diabetes mellitus 
P29460	MOD_CMANNOS	hsa05133	Pertussis 
P29460	MOD_CMANNOS	hsa05134	Legionellosis 
P29460	MOD_CMANNOS	hsa05140	Leishmaniasis 
P29460	MOD_CMANNOS	hsa05142	Chagas disease (American trypanosomiasis) 
P29460	MOD_CMANNOS	hsa05143	African trypanosomiasis 
P29460	MOD_CMANNOS	hsa05145	Toxoplasmosis 
P29460	MOD_CMANNOS	hsa05146	Amoebiasis 
P29460	MOD_CMANNOS	hsa05152	Tuberculosis 
P29460	MOD_CMANNOS	hsa05162	Measles 
P29460	MOD_CMANNOS	hsa05164	Influenza A 
P29460	MOD_CMANNOS	hsa05168	Herpes simplex infection 
P29460	MOD_CMANNOS	hsa05205	Proteoglycans in cancer 
P29460	MOD_CMANNOS	hsa05321	Inflammatory bowel disease (IBD) 
P29460	MOD_CMANNOS	hsa05330	Allograft rejection 
P29590	DOC_WW_Pin1_4	hsa04120	Ubiquitin mediated proteolysis 
P29590	LIG_SUMO_SIM_anti_2	hsa04120	Ubiquitin mediated proteolysis 
P29590	LIG_SUMO_SIM_par_1	hsa04120	Ubiquitin mediated proteolysis 
P29590	MOD_SUMO_for_1	hsa04120	Ubiquitin mediated proteolysis 
P29590	DOC_WW_Pin1_4	hsa04144	Endocytosis 
P29590	LIG_SUMO_SIM_anti_2	hsa04144	Endocytosis 
P29590	LIG_SUMO_SIM_par_1	hsa04144	Endocytosis 
P29590	MOD_SUMO_for_1	hsa04144	Endocytosis 
P29590	DOC_WW_Pin1_4	hsa05164	Influenza A 
P29590	LIG_SUMO_SIM_anti_2	hsa05164	Influenza A 
P29590	LIG_SUMO_SIM_par_1	hsa05164	Influenza A 
P29590	MOD_SUMO_for_1	hsa05164	Influenza A 
P29590	DOC_WW_Pin1_4	hsa05168	Herpes simplex infection 
P29590	LIG_SUMO_SIM_anti_2	hsa05168	Herpes simplex infection 
P29590	LIG_SUMO_SIM_par_1	hsa05168	Herpes simplex infection 
P29590	MOD_SUMO_for_1	hsa05168	Herpes simplex infection 
P29590	DOC_WW_Pin1_4	hsa05200	Pathways in cancer 
P29590	LIG_SUMO_SIM_anti_2	hsa05200	Pathways in cancer 
P29590	LIG_SUMO_SIM_par_1	hsa05200	Pathways in cancer 
P29590	MOD_SUMO_for_1	hsa05200	Pathways in cancer 
P29590	DOC_WW_Pin1_4	hsa05202	Transcriptional misregulation in cancer 
P29590	LIG_SUMO_SIM_anti_2	hsa05202	Transcriptional misregulation in cancer 
P29590	LIG_SUMO_SIM_par_1	hsa05202	Transcriptional misregulation in cancer 
P29590	MOD_SUMO_for_1	hsa05202	Transcriptional misregulation in cancer 
P29590	DOC_WW_Pin1_4	hsa05221	Acute myeloid leukemia 
P29590	LIG_SUMO_SIM_anti_2	hsa05221	Acute myeloid leukemia 
P29590	LIG_SUMO_SIM_par_1	hsa05221	Acute myeloid leukemia 
P29590	MOD_SUMO_for_1	hsa05221	Acute myeloid leukemia 
P29788	LIG_RGD	mmu04151	PI3K Akt signaling pathway 
P29788	LIG_RGD	mmu04510	Focal adhesion 
P29788	LIG_RGD	mmu04512	ECM receptor interaction 
P29788	LIG_RGD	mmu05205	Proteoglycans in cancer 
P29966	MOD_NMyristoyl	hsa04666	Fc gamma R mediated phagocytosis 
P29966	MOD_NMyristoyl	hsa05206	MicroRNAs in cancer 
P30261	LIG_PCNA_yPIPBox_3	spo00230	Purine metabolism 
P30261	LIG_PCNA_yPIPBox_3	spo00240	Pyrimidine metabolism 
P30261	LIG_PCNA_yPIPBox_3	spo01100	Metabolic pathways 
P30261	LIG_PCNA_yPIPBox_3	spo03030	DNA replication 
P30261	LIG_PCNA_yPIPBox_3	spo03410	Base excision repair 
P30261	LIG_PCNA_yPIPBox_3	spo03420	Nucleotide excision repair 
P30261	LIG_PCNA_yPIPBox_3	spo03430	Mismatch repair 
P30261	LIG_PCNA_yPIPBox_3	spo03440	Homologous recombination 
P30273	LIG_TYR_ITAM	hsa04071	Sphingolipid signaling pathway 
P30273	LIG_TYR_ITAM	hsa04611	Platelet activation 
P30273	LIG_TYR_ITAM	hsa04650	Natural killer cell mediated cytotoxicity 
P30273	LIG_TYR_ITAM	hsa04664	Fc epsilon RI signaling pathway 
P30273	LIG_TYR_ITAM	hsa05152	Tuberculosis 
P30273	LIG_TYR_ITAM	hsa05310	Asthma 
P30304	DOC_CYCLIN_RXL_1	hsa04110	Cell cycle 
P30304	DOC_PP4_FxxP_1	hsa04110	Cell cycle 
P30304	MOD_CDK_SPxxK_3	hsa04110	Cell cycle 
P30304	MOD_CK1_1	hsa04110	Cell cycle 
P30304	DOC_CYCLIN_RXL_1	hsa04914	Progesterone mediated oocyte maturation 
P30304	DOC_PP4_FxxP_1	hsa04914	Progesterone mediated oocyte maturation 
P30304	MOD_CDK_SPxxK_3	hsa04914	Progesterone mediated oocyte maturation 
P30304	MOD_CK1_1	hsa04914	Progesterone mediated oocyte maturation 
P30304	DOC_CYCLIN_RXL_1	hsa05206	MicroRNAs in cancer 
P30304	DOC_PP4_FxxP_1	hsa05206	MicroRNAs in cancer 
P30304	MOD_CDK_SPxxK_3	hsa05206	MicroRNAs in cancer 
P30304	MOD_CK1_1	hsa05206	MicroRNAs in cancer 
P30307	DEG_APCC_KENBOX_2	hsa04110	Cell cycle 
P30307	MOD_PLK	hsa04110	Cell cycle 
P30307	MOD_Plk_1	hsa04110	Cell cycle 
P30307	MOD_Plk_2-3	hsa04110	Cell cycle 
P30307	TRG_NES_CRM1_1	hsa04110	Cell cycle 
P30307	DEG_APCC_KENBOX_2	hsa04114	Oocyte meiosis 
P30307	MOD_PLK	hsa04114	Oocyte meiosis 
P30307	MOD_Plk_1	hsa04114	Oocyte meiosis 
P30307	MOD_Plk_2-3	hsa04114	Oocyte meiosis 
P30307	TRG_NES_CRM1_1	hsa04114	Oocyte meiosis 
P30307	DEG_APCC_KENBOX_2	hsa04914	Progesterone mediated oocyte maturation 
P30307	MOD_PLK	hsa04914	Progesterone mediated oocyte maturation 
P30307	MOD_Plk_1	hsa04914	Progesterone mediated oocyte maturation 
P30307	MOD_Plk_2-3	hsa04914	Progesterone mediated oocyte maturation 
P30307	TRG_NES_CRM1_1	hsa04914	Progesterone mediated oocyte maturation 
P30307	DEG_APCC_KENBOX_2	hsa05206	MicroRNAs in cancer 
P30307	MOD_PLK	hsa05206	MicroRNAs in cancer 
P30307	MOD_Plk_1	hsa05206	MicroRNAs in cancer 
P30307	MOD_Plk_2-3	hsa05206	MicroRNAs in cancer 
P30307	TRG_NES_CRM1_1	hsa05206	MicroRNAs in cancer 
P30518	TRG_ER_diArg_1	hsa04080	Neuroactive ligand receptor interaction 
P30518	TRG_ER_diArg_1	hsa04962	Vasopressin regulated water reabsorption 
P30559	MOD_N-GLC_1	hsa04020	Calcium signaling pathway 
P30559	MOD_N-GLC_1	hsa04024	cAMP signaling pathway 
P30559	MOD_N-GLC_1	hsa04080	Neuroactive ligand receptor interaction 
P30559	MOD_N-GLC_1	hsa04921	Oxytocin signaling pathway 
P30776	CLV_Separin_Fungi	spo04111	Cell cycle   yeast 
P31096	LIG_RGD	bta04151	PI3K Akt signaling pathway 
P31096	LIG_RGD	bta04510	Focal adhesion 
P31096	LIG_RGD	bta04512	ECM receptor interaction 
P31096	LIG_RGD	bta04620	Toll like receptor signaling pathway 
P31314	LIG_HOMEOBOX	hsa05202	Transcriptional misregulation in cancer 
P31424	LIG_EVH1_2	rno04020	Calcium signaling pathway 
P31424	LIG_PDZ_Class_1	rno04020	Calcium signaling pathway 
P31424	LIG_EVH1_2	rno04080	Neuroactive ligand receptor interaction 
P31424	LIG_PDZ_Class_1	rno04080	Neuroactive ligand receptor interaction 
P31424	LIG_EVH1_2	rno04540	Gap junction 
P31424	LIG_PDZ_Class_1	rno04540	Gap junction 
P31424	LIG_EVH1_2	rno04720	Long term potentiation 
P31424	LIG_PDZ_Class_1	rno04720	Long term potentiation 
P31424	LIG_EVH1_2	rno04723	Retrograde endocannabinoid signaling 
P31424	LIG_PDZ_Class_1	rno04723	Retrograde endocannabinoid signaling 
P31424	LIG_EVH1_2	rno04724	Glutamatergic synapse 
P31424	LIG_PDZ_Class_1	rno04724	Glutamatergic synapse 
P31424	LIG_EVH1_2	rno05016	Huntington's disease 
P31424	LIG_PDZ_Class_1	rno05016	Huntington's disease 
P31431	LIG_PDZ_Class_2	hsa04512	ECM receptor interaction 
P31431	LIG_PDZ_Class_2	hsa04514	Cell adhesion molecules (CAMs) 
P31431	LIG_PDZ_Class_2	hsa05205	Proteoglycans in cancer 
P31749	DOC_AGCK_PIF_1	hsa04010	MAPK signaling pathway 
P31749	DOC_WW_Pin1_4	hsa04010	MAPK signaling pathway 
P31749	MOD_CK2_1	hsa04010	MAPK signaling pathway 
P31749	DOC_AGCK_PIF_1	hsa04012	ErbB signaling pathway 
P31749	DOC_WW_Pin1_4	hsa04012	ErbB signaling pathway 
P31749	MOD_CK2_1	hsa04012	ErbB signaling pathway 
P31749	DOC_AGCK_PIF_1	hsa04014	Ras signaling pathway 
P31749	DOC_WW_Pin1_4	hsa04014	Ras signaling pathway 
P31749	MOD_CK2_1	hsa04014	Ras signaling pathway 
P31749	DOC_AGCK_PIF_1	hsa04015	Rap1 signaling pathway 
P31749	DOC_WW_Pin1_4	hsa04015	Rap1 signaling pathway 
P31749	MOD_CK2_1	hsa04015	Rap1 signaling pathway 
P31749	DOC_AGCK_PIF_1	hsa04022	cGMP PKG signaling pathway 
P31749	DOC_WW_Pin1_4	hsa04022	cGMP PKG signaling pathway 
P31749	MOD_CK2_1	hsa04022	cGMP PKG signaling pathway 
P31749	DOC_AGCK_PIF_1	hsa04024	cAMP signaling pathway 
P31749	DOC_WW_Pin1_4	hsa04024	cAMP signaling pathway 
P31749	MOD_CK2_1	hsa04024	cAMP signaling pathway 
P31749	DOC_AGCK_PIF_1	hsa04062	Chemokine signaling pathway 
P31749	DOC_WW_Pin1_4	hsa04062	Chemokine signaling pathway 
P31749	MOD_CK2_1	hsa04062	Chemokine signaling pathway 
P31749	DOC_AGCK_PIF_1	hsa04066	HIF 1 signaling pathway 
